wl [nm],fluo [1/mWms],raman [1/mWms]
810.6452265776422,0.30375683420344823,0.011745761813304363
810.7915068312758,0.3048519765189818,0.012951931752316726
810.9377435935828,0.3059121266058029,0.006209699536904457
811.0839368645636,0.3069377002112415,0.006662969185080433
811.2300866442183,0.30792911018650543,0.006786298667542199
811.3761929325467,0.30888676649835917,0.0027898094912948185
811.522255729549,0.30981107624078125,-0.0007595545253127336
811.6682750352251,0.31070244364660016,0.004942746328112767
811.8142508495747,0.31156127009910867,0.004653748794272919
811.9601831725982,0.31238795414365733,-0.0007174906963914509
812.1060720042954,0.3131828914992258,-9.980732047705924e-05
812.2519173446665,0.31394647506997325,-0.0006771852639099751
812.3977191937113,0.31467909495676766,0.0009957771704497155
812.5434775514299,0.31538113846869287,0.0004926177038155402
812.6891924178221,0.31605299013453486,0.0037476362836297225
812.8348637928882,0.31669503171424657,0.003187570563463676
812.9804916766283,0.3173076422103913,0.004281782329881305
813.1260760690418,0.31789119787956416,0.008042581847185969
813.2716169701291,0.31844607224379345,0.007835678095476957
813.4171143798903,0.31897263610191856,0.012856372514380942
813.5625682983252,0.319471257540949,0.012621572531524738
813.7079787254338,0.3199423019474,0.020050339508779172
813.8533456612164,0.32038613201860733,0.022103270152504594
813.9986691056724,0.32080310777402143,0.028875422424589205
814.1439490588026,0.3211935865664788,0.037654926682980865
814.2891855206062,0.32155792309345343,0.05372981676535493
814.434378491084,0.3218964694082856,0.07597672197970678
814.5795279702353,0.3222095749313901,0.09996561707785664
814.7246339580603,0.32249758646144244,0.13643403854419361
814.8696964545592,0.32276084818654477,0.18072976400810764
815.0147154597316,0.3229997016953687,0.23988424146082776
815.1596909735779,0.3232144859882776,0.3132646594441867
815.304622996098,0.3234055374884287,0.40212662943262767
815.449511527292,0.32357319005285134,0.4959161955874973
815.5943565671596,0.32371777498350557,0.5839150258943329
815.739158115701,0.3238396210383193,0.6459917959801387
815.8839161729163,0.3239390544422029,0.6836965097361318
816.0286307388052,0.3240163988980435,0.6967083348345287
816.173301813368,0.32407197559767764,0.6787276048631823
816.3179293966043,0.3241061032328423,0.634025355063055
816.4625134885146,0.32411909800610444,0.5818524019137821
816.6070540890987,0.3241112736417696,0.5111873478238771
816.7515511983563,0.3240829413967688,0.4498938359598351
816.8960048162877,0.32403441007152384,0.38385892803593524
817.0404149428931,0.3239659860207918,0.3301329228630353
817.1847815781723,0.3238779731644873,0.2754174016595645
817.3291047221251,0.32377067299848455,0.23482829950132122
817.4733843747516,0.3236443846053965,0.19926208582428998
817.617620536052,0.3234994046653339,0.16845978200299244
817.7618132060263,0.32333602746664225,0.14068297288367684
817.9059623846741,0.32315454491661755,0.11361833085855017
818.0500680719957,0.32295524655220065,0.09825543172970369
818.1941302679912,0.3227384195506502,0.07959134596951292
818.3381489726604,0.3225043487401943,0.06911551129557221
818.4821241860034,0.32225331661066026,0.06035871681760227
818.62605590802,0.3219856033240839,0.045036663757150354
818.7699441387105,0.32170148672529647,0.03703934185586366
818.9137888780748,0.32140124235249073,0.027703983984104525
819.0575901261128,0.32108514344776545,0.019984193507376825
819.2013478828245,0.32075346096764873,0.013862013379490865
819.3450621482101,0.32040646359359937,0.00803926885053838
819.4887329222695,0.3200444177424876,0.0021843090713646934
819.6323602050026,0.31966758757705394,0.00024325212770526586
819.7759439964093,0.3192762350163465,0.00024325212770526586
819.9194842964898,0.31887061974613723,0.00024325212770526586
820.0629811052445,0.31845099922931713,0.00024325212770526586
820.2064344226726,0.3180176287162689,0.001555039895952667
820.3498442487746,0.31757076125521905,0.00024325212770526586
820.4932105835501,0.317110647702569,0.00024325212770526586
820.6365334269997,0.3166375367332034,0.00024325212770526586
820.7798127791227,0.3161516748507785,0.00024325212770526586
820.9230486399198,0.31565330639798833,0.00024325212770526586
821.0662410093905,0.3151426735668095,0.0006068618110047142
821.2093898875349,0.3146200164087248,0.00045274674561565355
821.3524952743534,0.31408557284492555,0.00024325212770526586
821.4955571698455,0.313539578676492,0.00024325212770526586
821.6385755740113,0.3129822675945532,-0.00024325212770526586
821.7815504868507,0.31241387119042435,-0.00024325212770526586
821.9244819083641,0.3118346189657236,-0.00024325212770526586
822.0673698385511,0.3112447383424676,0.0006346664969183411
822.210214277412,0.3106444546731444,0.0005021889409616471
822.3530152249466,0.31003399125076664,0.004015301465746583
822.4957726811551,0.30941356931890207,0.007501298204145314
822.6384866460373,0.3087834080816831,0.013748575099258828
822.7811571195932,0.308143724713795,0.019649341918578662
822.9237841018228,0.30749473437044283,0.026399300873735893
823.0663675927265,0.30683665019729667,0.03725055972155042
823.2089075923036,0.3061696833404154,0.048687760737887956
823.3514041005545,0.3054940429561495,0.0620821384244163
823.4938571174793,0.30480993622102215,0.0718615623765461
823.6362666430779,0.3041175683415889,0.0843044862966226
823.7786326773503,0.30341714256427604,0.09753095671468656
823.9209552202964,0.30270886018519766,0.11110625526194116
824.063234271916,0.30199292055995125,0.13657916860359898
824.2054698322096,0.3012695211133915,0.16514346775068714
824.3476619011769,0.30053885734938357,0.2014552146809378
824.4898104788181,0.29980112286053395,0.23057982802889349
824.6319155651329,0.2990565093379009,0.24611173656886892
824.7739771601216,0.2983052065806825,0.23983618094820214
824.915995263784,0.2975474025058843,0.21651480893282157
825.0579698761203,0.2967832831579647,0.1837345571477567
825.1999009971303,0.2960130327184596,0.1551735829336725
825.3417886268138,0.2952368335155851,0.1269664923809519
825.4836327651714,0.2944548660338193,0.10491981396389348
825.6254334122026,0.29366730892346227,0.08315376844351371
825.7671905679076,0.29287433901017496,0.06716078240914682
825.9089042322864,0.29207613130449633,0.05815975616564167
826.0505744053389,0.2912728590113397,0.04818652035623039
826.1922010870653,0.29046469353946697,0.03798683426537736
826.3337842774652,0.2896518045109419,0.03257974997092987
826.4753239765391,0.2888343597705619,0.02294483942653299
826.6168201842868,0.2880125253952683,0.021974127415481198
826.7582729007083,0.2871864657035356,0.013510266840126545
826.8996821258032,0.2863563432647386,0.01036290044598767
827.0410478595721,0.2855223189084989,0.006463827766253066
827.1823701020147,0.2846845517340094,0.003887044215690576
827.3236488531312,0.2838431991193381,0.001763418330379339
827.4648841129215,0.28299841673070963,0.0003360392142595769
827.6060758813853,0.2821503585317658,0.004713479543799832
827.7472241585233,0.28129917679280525,0.004437265143794251
827.8883289443347,0.28044502210000083,0.007912666648519391
828.0293902388199,0.279588043364596,0.014398733998505157
828.1704080419789,0.27872838783207965,0.014626442602865119
828.3113823538118,0.2778662010913403,0.019920799965350885
828.4523131743182,0.27700162708379755,0.029880803694093384
828.5932005034987,0.2761348081125132,0.038373498957211025
828.7340443413527,0.27526588485128045,0.05175607643819334
828.8748446878806,0.27439499635369236,0.07031827289764009
829.0156015430823,0.2735222800621876,0.09727076801089508
829.1563149069575,0.2726478718170763,0.1222662579032745
829.2969847795067,0.2717719058655434,0.1530366879473202
829.4376111607297,0.27089451487063154,0.18055863830720914
829.5781940506264,0.2700158299202014,0.2005528348458276
829.718733449197,0.26913598053587173,0.21586449352050133
829.859229356441,0.26825509468193726,0.22106537050773378
829.999681772359,0.26737329877426574,0.22076411201610865
830.1400906969507,0.26649071768917304,0.22789291835669148
830.2804561302162,0.26560747477227736,0.2373685471417214
830.4207780721555,0.2647236918473315,0.25705968176316357
830.5610565227686,0.26383948922503453,0.29167094502019253
830.7012914820555,0.26295498571182097,0.3427243580301568
830.841482950016,0.26207029861862946,0.4059224907038107
830.9816309266503,0.2611855437696501,0.4620787365080894
831.1217354119583,0.2603008355110493,0.4950809869670892
831.2617964059402,0.2594162867196745,0.4674180961316441
831.4018139085962,0.2585320088117367,0.40704334835587563
831.5417879199254,0.257648111751472,0.3210441654616257
831.6817184399284,0.25676470405978125,0.23579228305071315
831.8216054686055,0.2558818928228494,0.16383489663505468
831.9614490059563,0.2549997837007416,0.11058959984931706
832.1012490519806,0.25411848093597983,0.07537775416946785
832.2410056066789,0.25323808736209685,0.04654538686489408
832.3807186700508,0.2523587044121695,0.03240903841866681
832.5203882420967,0.2514804321273299,0.01710759593648817
832.6600143228163,0.25060336916525594,0.008688754700287972
832.7995969122095,0.24972761280864,0.003408965874315702
832.9391360102767,0.24885325897363605,0.00024325212770526586
833.0786316170173,0.2479804022182863,0.00024325212770526586
833.218083732432,0.24710913575092489,0.00024325212770526586
833.3574923565202,0.24623955143856188,0.00024325212770526586
833.4968574892825,0.2453717398152445,0.00024325212770526586
833.6361791307186,0.24450579009039794,0.00024325212770526586
833.7754572808279,0.24364179015714382,0.000581164900847013
833.9146919396113,0.24277982660059846,0.004916017355847438
834.0538831070686,0.2419199847061484,0.006355370763101676
834.1930307831998,0.24106234846770552,0.00706908651078045
834.3321349680043,0.24020700059594047,0.00725289085800558
834.4711956614827,0.23935402252649463,0.00903118670947459
834.6102128636351,0.23850349442817054,0.005909914735738171
834.7491865744611,0.23765549521110113,0.0024309354418585198
834.8881167939608,0.23681010253489768,0.00024325212770526586
835.0270035221344,0.2359673928167761,0.00024325212770526586
835.1658467589817,0.23512744123966184,0.00024325212770526586
835.3046465045027,0.23429032176027365,0.00024325212770526586
835.4434027586979,0.23345610711718565,0.0010994656547610388
835.5821155215663,0.2326248688388681,0.0009315862111080746
835.7207847931088,0.23179667725170697,0.004374851517841027
835.8594105733248,0.23097160148800164,0.009048635631950325
835.9979928622148,0.2301497094939418,0.016875714341051975
836.1365316597785,0.22933106803756254,0.031497544137037
836.2750269660157,0.22851574271667777,0.04882997869271
836.4134787809271,0.22770379796679335,0.06251108433655078
836.551887104512,0.22689529706899755,0.07858171563839621
836.6902519367708,0.22609030215783069,0.08751383434318573
836.8285732777033,0.22528887422913352,0.08654752151163411
836.9668511273096,0.22449107314787392,0.08553101336017775
837.1050854855896,0.2236969576559521,0.07514296165372752
837.2432763525431,0.22290658537998514,0.06509451235107011
837.381423728171,0.222120012839069,0.05810420805799102
837.5195276124722,0.22133729545251993,0.04489975523275014
837.6575880054476,0.22055848754759447,0.037641722799297964
837.7956049070963,0.2197836423671874,0.03209562344129266
837.9335783174188,0.21901281207750933,0.02686332206307574
838.0715082364153,0.2182460477757418,0.018934457893712394
838.2093946640855,0.2174833994976716,0.01331010432187353
838.3472376004293,0.2167249162253039,0.007791087368080298
838.4850370454469,0.21597064589445283,0.0058037403491366605
838.6227929991385,0.21522063540231268,0.0014482013426442022
838.7605054615037,0.21447493061500544,0.0004855868824348153
838.8981744325425,0.21373357637510854,0.00024325212770526586
839.0357999122556,0.21299661650916032,0.00024325212770526586
839.173381900642,0.21226409383514516,0.0012422557642331551
839.3109203977021,0.2115360501699553,0.00024325212770526586
839.4484154034362,0.21081252633683348,0.0017878417398355152
839.5858669178441,0.21009356217279268,0.00024325212770526586
839.7232749409258,0.20937919653601497,0.0033093721702222795
839.8606394726811,0.20866946731322916,0.0028010650993434793
839.9979605131102,0.2079644114270661,0.007352721115433479
840.135238062213,0.20726406484339444,0.008221763102272444
840.2724721199897,0.20656846257863265,0.012449107352494172
840.4096626864401,0.20587763870704154,0.016905181581325205
840.5468097615643,0.20519162636799448,0.0172593911350349
840.6839133453623,0.20451045777322646,0.02025043961398048
840.8209734378339,0.20383416421406148,0.021528874715834225
840.9579900389795,0.20316277606861904,0.025543006293633215
841.0949631487987,0.20249632280899882,0.027357514717922676
841.2318927672917,0.20183483300844404,0.02866945619378304
841.3687788944585,0.20117833434848365,0.034731890731644885
841.5056215302991,0.20052685362605274,0.04064981471824037
841.6424206748134,0.1998804167605915,0.048479130282181045
841.7791763280012,0.19923904880112395,0.05110400194003306
841.9158884898633,0.19860277393331346,0.053497869572339124
842.0525571603987,0.19797161548649791,0.05523365013203626
842.1891823396084,0.19734559594070358,0.050208635959051666
842.3257640274913,0.19672473693363737,0.04587944452581143
842.4623022240484,0.19610905926765715,0.04189930175012023
842.5987969292788,0.1954985829167219,0.03397360879214249
842.7352481431834,0.1948933270333189,0.031480503603381366
842.8716558657616,0.19429330995537106,0.027667809786669155
843.0080200970135,0.1936985492131216,0.02305941071027267
843.1443408369393,0.19310906153599838,0.020050309034895582
843.2806180855388,0.19252486285945583,0.01599841366891507
843.4168518428119,0.19194596833179597,0.01082863069930447
843.553042108759,0.1913723923209686,0.01064818989609666
843.6891888833799,0.1908041484213492,0.005225325975950524
843.8252921666742,0.19024124946049514,0.0017365006289930113
843.9613519586426,0.18968370750588223,0.00024325212770526586
844.0973682592848,0.18913153387161777,0.00024325212770526586
844.2333410686006,0.1885847391251335,0.00024325212770526586
844.3692703865903,0.18804333309385732,0.00024325212770526586
844.5051562132538,0.18750732487186222,0.00024325212770526586
844.6409985485907,0.18697672282649525,0.00024325212770526586
844.7767973926018,0.1864515346049844,0.00024325212770526586
844.9125527452862,0.18593176714102438,0.0018834430696620776
845.0482646066447,0.18541742666134062,0.00024325212770526586
845.1839329766769,0.1849085186922319,0.0008096309294740142
845.319557855383,0.18440504806609276,0.0006578153616780513
845.4551392427628,0.18390701892791184,0.00024325212770526586
845.5906771388162,0.1834144347417521,0.00024325212770526586
